id,domain_id,org_id,created_at,updated_at,deleted_at,task_guid,alias_ref,purpose,description,task_state,rule_id,rule_root_id,inputs,outputs
7cd5b762-fd0f-44bd-b167-66f05f638f41,"","",2018-09-18 01:47:05.238897+00,2018-09-18 01:48:57.863696+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,95375230-70c0-4567-9d30-4a4471a2bc4c,95375230-70c0-4567-9d30-4a4471a2bc4c,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
39a52473-4751-44ad-861d-7ae48c4d3d95,"","",2018-09-18 01:47:05.456006+00,2018-09-18 01:48:57.370111+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,3fac3c9d-80a6-4179-aec8-205c897cc758,3fac3c9d-80a6-4179-aec8-205c897cc758,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
6b7995d7-75ef-42b1-8f07-3c616eed18ef,"","",2018-09-18 01:47:05.320751+00,2018-09-18 01:48:57.523164+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,e3e76d87-7f4e-4ce1-a5cf-aba656c665e4,e3e76d87-7f4e-4ce1-a5cf-aba656c665e4,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
10b0ee61-415c-42fb-bd08-ae223c6d2138,"","",2018-09-18 01:47:05.070907+00,2018-09-18 01:48:57.906565+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,3484af95-b2c5-41e6-8ee4-68517c7eedf1,3484af95-b2c5-41e6-8ee4-68517c7eedf1,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
ecbab55d-ef98-464e-8012-798993d31b38,"","",2018-09-18 01:47:05.075762+00,2018-09-18 01:47:43.972013+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,aef6d4a7-37d5-4f56-8922-bc055f2338b3,aef6d4a7-37d5-4f56-8922-bc055f2338b3,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235259.csv: no such file or directory""}"
9f161e6f-bb02-4cb3-a720-c0c15a861b34,"","",2018-09-18 01:47:05.362036+00,2018-09-18 01:47:48.961806+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,6376ff81-45e7-4549-807b-34179e0e485f,6376ff81-45e7-4549-807b-34179e0e485f,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235261.csv: no such file or directory""}"
36c02b58-5cbe-4084-b42d-bdc3d99452be,"","",2018-09-18 01:47:05.413859+00,2018-09-18 01:47:50.532702+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,edc9b361-351f-4ae1-8d48-ea7e95bdaead,edc9b361-351f-4ae1-8d48-ea7e95bdaead,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235263.csv: no such file or directory""}"
61421bf4-8078-4520-9a5b-28ba0c65a796,"","",2018-09-18 01:47:05.190025+00,2018-09-18 01:48:24.655265+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,de8651e5-56c0-47f4-8c41-99574be85aff,de8651e5-56c0-47f4-8c41-99574be85aff,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""BucketName"":""demo"",""FileName"":""AccountUsers-1537235303.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/990cc475ddec467db03d83e14a790e01983e8f55/4f98408c4d3dd80525ed7bac369cfa32e144116c/""}"
9e83a969-298e-4273-93ca-5fa7c2263699,"","",2018-09-18 01:47:05.291321+00,2018-09-18 01:48:34.376111+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,e3e76d87-7f4e-4ce1-a5cf-aba656c665e4,e3e76d87-7f4e-4ce1-a5cf-aba656c665e4,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235310.csv: no such file or directory""}"
5983db76-2300-4521-af11-e0bde6baaef8,"","",2018-09-18 01:47:05.446986+00,2018-09-18 01:48:34.819681+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,3fac3c9d-80a6-4179-aec8-205c897cc758,3fac3c9d-80a6-4179-aec8-205c897cc758,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235311.csv: no such file or directory""}"
4cb56256-f906-4d72-8bee-04d98081349b,"","",2018-09-18 01:47:05.056473+00,2018-09-18 01:48:35.365273+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,3484af95-b2c5-41e6-8ee4-68517c7eedf1,3484af95-b2c5-41e6-8ee4-68517c7eedf1,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235312.csv: no such file or directory""}"
0ac5e58b-b915-4671-82dc-836f26f86ee3,"","",2018-09-18 01:47:05.366883+00,2018-09-18 01:48:40.027977+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,6376ff81-45e7-4549-807b-34179e0e485f,6376ff81-45e7-4549-807b-34179e0e485f,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
66d3cbf1-b809-4df3-9ba2-a8e6ed6d0adb,"","",2018-09-18 01:47:05.087328+00,2018-09-18 01:48:42.562787+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,aef6d4a7-37d5-4f56-8922-bc055f2338b3,aef6d4a7-37d5-4f56-8922-bc055f2338b3,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
43ffeb1a-c217-427a-834e-7dadd6fa49ab,"","",2018-09-18 01:47:05.426132+00,2018-09-18 01:48:42.772727+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,edc9b361-351f-4ae1-8d48-ea7e95bdaead,edc9b361-351f-4ae1-8d48-ea7e95bdaead,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
f2425885-142a-45c6-a153-9e5b984f0bc2,"","",2018-09-18 01:47:04.977759+00,2018-09-18 01:48:45.995728+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,78128964-74c9-4f3b-87c1-ddfc38e1547f,78128964-74c9-4f3b-87c1-ddfc38e1547f,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
793221c0-2753-4961-b3ee-7e74ee9de4e3,"","",2018-09-18 01:54:57.255778+00,2018-09-18 01:54:57.255778+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",1,0a98595e-a04f-429f-98f2-42f43ed1c5fa,0a98595e-a04f-429f-98f2-42f43ed1c5fa,{},{}
654fcc58-897c-4b76-88f2-17ae289a1ba7,"","",2018-09-18 01:47:05.314427+00,2018-09-18 01:48:49.317234+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,e3e76d87-7f4e-4ce1-a5cf-aba656c665e4,e3e76d87-7f4e-4ce1-a5cf-aba656c665e4,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
fec1c36d-a258-4b6f-827f-49a7ec6c9473,"","",2018-09-18 01:47:05.067193+00,2018-09-18 01:48:49.443691+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,3484af95-b2c5-41e6-8ee4-68517c7eedf1,3484af95-b2c5-41e6-8ee4-68517c7eedf1,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
d418914f-f93d-4f71-aa6a-d6509992a51a,"","",2018-09-18 01:47:05.236235+00,2018-09-18 01:48:49.468508+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,95375230-70c0-4567-9d30-4a4471a2bc4c,95375230-70c0-4567-9d30-4a4471a2bc4c,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
036e1d3e-40fb-4a43-93a3-fbf23ff03de3,"","",2018-09-18 01:47:05.37258+00,2018-09-18 01:48:53.169442+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,6376ff81-45e7-4549-807b-34179e0e485f,6376ff81-45e7-4549-807b-34179e0e485f,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
326019d8-a10c-4ce9-8730-f0b7c17508df,"","",2018-09-18 01:47:05.169322+00,2018-09-18 01:48:54.862693+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,143ba4f4-2019-4604-bf36-04140c428de5,143ba4f4-2019-4604-bf36-04140c428de5,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
ebaf9b0e-45cb-4db4-80aa-5f487692e70f,"","",2018-09-18 01:47:05.005969+00,2018-09-18 01:48:57.759648+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,30b851b9-6c6d-45b1-ace6-a9078853309d,30b851b9-6c6d-45b1-ace6-a9078853309d,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
4ff0b2ca-95fd-4203-846b-79d251d9a915,"","",2018-09-18 01:54:57.265544+00,2018-09-18 01:54:57.265544+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,1,edb9b5a6-45a1-46bd-b4bc-f5b1b25a12c8,edb9b5a6-45a1-46bd-b4bc-f5b1b25a12c8,{},{}
6cfd6304-b945-4de5-8f5e-35ca78b5b1ab,"","",2018-09-18 01:47:05.439648+00,2018-09-18 01:47:55.913468+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,3fac3c9d-80a6-4179-aec8-205c897cc758,3fac3c9d-80a6-4179-aec8-205c897cc758,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235264.csv: no such file or directory""}"
c26cc33f-5385-4352-87a7-f4a4a0d77fbd,"","",2018-09-18 01:47:05.11027+00,2018-09-18 01:48:01.697938+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,474c6d9f-0f8a-419b-8257-09bbc30cad19,474c6d9f-0f8a-419b-8257-09bbc30cad19,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235277.csv: no such file or directory""}"
42c40cf4-3755-4fe3-aa7b-f867bcb5a2d0,"","",2018-09-18 01:47:05.329727+00,2018-09-18 01:47:55.163993+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,54d8cdda-972e-4d34-8fc6-5c8be8de1a48,54d8cdda-972e-4d34-8fc6-5c8be8de1a48,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235264.csv: no such file or directory""}"
8fce3c82-849b-4824-af68-1be26df35c7a,"","",2018-09-18 01:47:05.07824+00,2018-09-18 01:48:09.159901+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,aef6d4a7-37d5-4f56-8922-bc055f2338b3,aef6d4a7-37d5-4f56-8922-bc055f2338b3,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""BucketName"":""demo"",""FileName"":""AccountUsers-1537235287.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/b52be9d00ffe40b5f7ba02f53948b545cac0cf54/d84d968ab0d8aa77424ecb34e6408a170b569681/""}"
c01af794-412a-4a94-ad63-2ad0ed5f154c,"","",2018-09-18 01:47:05.41974+00,2018-09-18 01:48:24.799988+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,edc9b361-351f-4ae1-8d48-ea7e95bdaead,edc9b361-351f-4ae1-8d48-ea7e95bdaead,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235303.csv: no such file or directory""}"
07375d20-c574-4b6c-9e75-a51c2401a241,"","",2018-09-18 01:47:05.14707+00,2018-09-18 01:48:24.851964+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,143ba4f4-2019-4604-bf36-04140c428de5,143ba4f4-2019-4604-bf36-04140c428de5,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235303.csv: no such file or directory""}"
0afa226a-3057-4489-8f51-a2042b5a0a3a,"","",2018-09-18 01:47:05.115091+00,2018-09-18 01:48:36.64345+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,474c6d9f-0f8a-419b-8257-09bbc30cad19,474c6d9f-0f8a-419b-8257-09bbc30cad19,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
590bde32-adff-4398-b423-330b0cd8b127,"","",2018-09-18 01:47:05.341142+00,2018-09-18 01:48:46.275704+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,54d8cdda-972e-4d34-8fc6-5c8be8de1a48,54d8cdda-972e-4d34-8fc6-5c8be8de1a48,"{""AccountingUsersFile"":""AccountUsers-1537235309.csv"",""AccountingUsersHash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/efa454d9b1ca6b20b0324856c5ac0178c8964683/86e5d06d15fb4eb8e125b11320ee1f9313265b33/"",""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
4eb6f01e-73a4-4abc-9802-f8cccdd74081,"","",2018-09-18 01:54:57.263178+00,2018-09-18 01:54:57.263178+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,1,edb9b5a6-45a1-46bd-b4bc-f5b1b25a12c8,edb9b5a6-45a1-46bd-b4bc-f5b1b25a12c8,{},{}
5b088029-7c86-47fc-99fb-dd04a1404d7e,"","",2018-09-18 01:47:05.495309+00,2018-09-18 01:48:56.691402+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,60ac6a73-d1be-4f67-bbd4-fb76d26c936b,60ac6a73-d1be-4f67-bbd4-fb76d26c936b,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
dd8dcaca-68ae-4a15-bf96-933109e616c6,"","",2018-09-18 01:47:05.578019+00,2018-09-18 01:48:55.646674+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,bee75ddf-b075-4052-9e2d-c2a5ddbfe7b2,bee75ddf-b075-4052-9e2d-c2a5ddbfe7b2,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
2c988bf0-8a93-498e-8b01-d5f98bcc2944,"","",2018-09-18 01:47:05.599505+00,2018-09-18 01:48:56.859796+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,f5807266-958c-486c-b0c1-c02918f44230,f5807266-958c-486c-b0c1-c02918f44230,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
b64e3cad-afb1-4bfc-af53-42f3f8fd0266,"","",2018-09-18 01:47:05.716194+00,2018-09-18 01:48:57.477298+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,837e5162-d267-4692-be9e-f34105fb866e,837e5162-d267-4692-be9e-f34105fb866e,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
9aac6604-b22b-407f-a8e7-5d5ba657d582,"","",2018-09-18 01:47:05.605758+00,2018-09-18 01:47:54.989681+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,72436cfc-f8f4-465f-9050-470d76224598,72436cfc-f8f4-465f-9050-470d76224598,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235264.csv: no such file or directory""}"
c762d0da-0b3b-4483-946b-eb9ef11084b6,"","",2018-09-18 01:47:05.726932+00,2018-09-18 01:47:48.849799+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,bff3dd67-ebb0-4e52-b377-c8cc35547b6f,bff3dd67-ebb0-4e52-b377-c8cc35547b6f,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""BucketName"":""demo"",""FileName"":""Employees-1537235262.csv"",""Hash"":""a7e17210f7d86f699c0334e68918dfa69130deef/0c37db6b4d732b7041291401a865902f280e6161/f265ce49d6d06d662ea7ad653a6db7b44bf84096/9c4807e71f4064153ce0e325fa3e48fcc19955a0/""}"
9eaceb2f-4dc3-4452-8ff9-2476181f68f4,"","",2018-09-18 01:47:05.47169+00,2018-09-18 01:47:55.64787+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,60ac6a73-d1be-4f67-bbd4-fb76d26c936b,60ac6a73-d1be-4f67-bbd4-fb76d26c936b,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235264.csv: no such file or directory""}"
c11374bb-7ca4-4e1a-bbec-9ea3e34d3c15,"","",2018-09-18 01:47:05.583925+00,2018-09-18 01:47:55.617523+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,f5807266-958c-486c-b0c1-c02918f44230,f5807266-958c-486c-b0c1-c02918f44230,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235264.csv: no such file or directory""}"
db5d2c9b-1765-4ea9-9f0c-e7a497318127,"","",2018-09-18 01:47:05.696723+00,2018-09-18 01:47:55.694216+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t1,Generate Odoo Employee Data,Fetch the list of active Employees from the Odoo,3,837e5162-d267-4692-be9e-f34105fb866e,837e5162-d267-4692-be9e-f34105fb866e,"{""BucketName"":""demo"",""InputFileType"":""Employees"",""OdooDBName"":""Testodoo""}","{""error"":""open Employees-1537235264.csv: no such file or directory""}"
ea87bc7b-0da5-40b0-b6c9-e755f852ff89,"","",2018-09-18 01:47:05.794954+00,2018-09-18 01:48:57.819253+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,e9bb0220-4757-4412-88ee-07b70a0087ce,e9bb0220-4757-4412-88ee-07b70a0087ce,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
66ebe956-6576-4831-a3e7-164c2c7ef52e,"","",2018-09-18 01:47:05.569794+00,2018-09-18 01:48:29.451941+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,bee75ddf-b075-4052-9e2d-c2a5ddbfe7b2,bee75ddf-b075-4052-9e2d-c2a5ddbfe7b2,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235307.csv: no such file or directory""}"
b7647625-e77d-4c75-a77f-e7d58cd3b55f,"","",2018-09-18 01:47:05.704213+00,2018-09-18 01:48:34.560852+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,837e5162-d267-4692-be9e-f34105fb866e,837e5162-d267-4692-be9e-f34105fb866e,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235310.csv: no such file or directory""}"
6d7bd72c-1363-491d-ad0a-89d2a0e7752b,"","",2018-09-18 01:47:05.890069+00,2018-09-18 01:48:34.646396+00,,8fe8ece7-c997-d3f4-fc01-000000000000,t2,Generate Odoo Accounting Users Data,Fetch the list of Accounting users from the Odoo,3,8d54c3c0-45df-404a-8c4d-c795ca258830,8d54c3c0-45df-404a-8c4d-c795ca258830,"{""BucketName"":""demo"",""InputFileType"":""AccountUsers"",""OdooDBName"":""Testodoo""}","{""error"":""open AccountUsers-1537235311.csv: no such file or directory""}"
4085c66f-9281-49ed-af08-62453074916b,"","",2018-09-18 01:47:05.485915+00,2018-09-18 01:48:45.793432+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,60ac6a73-d1be-4f67-bbd4-fb76d26c936b,60ac6a73-d1be-4f67-bbd4-fb76d26c936b,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
fbf7312e-f07d-4b60-9f11-7d29e5da6573,"","",2018-09-18 01:47:05.611142+00,2018-09-18 01:48:47.580722+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,72436cfc-f8f4-465f-9050-470d76224598,72436cfc-f8f4-465f-9050-470d76224598,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
526ab6bf-3baa-4289-8608-d7ead53a0592,"","",2018-09-18 01:47:05.903497+00,2018-09-18 01:48:57.873216+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",3,8d54c3c0-45df-404a-8c4d-c795ca258830,8d54c3c0-45df-404a-8c4d-c795ca258830,"{""BucketName"":null,""ComparisonFile"":null,""ComparisonFileHash"":null,""OutFileType"":""Summary""}","{""error"":""Bucket name cannot be empty""}"
1113a4fa-6e1a-4940-a4cf-bab59dc6bb79,"","",2018-09-18 01:54:57.267931+00,2018-09-18 01:54:57.267931+00,,dd97d1c9-a9d1-fb98-6500-000000000000,t4,Summarize the result of the control,"If any user has access to Accouting but is not an Employee, the control would fail, else it would pass",1,edb9b5a6-45a1-46bd-b4bc-f5b1b25a12c8,edb9b5a6-45a1-46bd-b4bc-f5b1b25a12c8,{},{}
fea9be96-47e5-4bc4-8a22-38cffdfe4a16,"","",2018-09-18 01:47:05.894219+00,2018-09-18 01:48:49.60106+00,,98c0f4a2-88d3-b4bb-2200-000000000000,t3,Compare the Employee and Accounting User files,Generate a comparison file to check if users have access to both accounting and are part of Employee file,3,8d54c3c0-45df-404a-8c4d-c795ca258830,8d54c3c0-45df-404a-8c4d-c795ca258830,"{""AccountingUsersFile"":null,""AccountingUsersHash"":null,""BucketName"":null,""EmployeeFile"":null,""EmployeeFileHash"":null,""OutFileType"":""Compare""}","{""error"":""Bucket name cannot be empty""}"
